event_id,click_timestamp,ad_revenue
Campaign_208,2024-10-24T01:20:20,1.68
Campaign_493,2024-10-21T14:36:24,3.55
Campaign_333,2024-11-18T09:10:37,3.57
Campaign_333,2024-11-18T09:10:37,3.57
Campaign_333,2024-11-18T09:10:37,3.57
Campaign_716,2024-10-27T18:06:38,1.83
Campaign_716,2024-10-27T18:06:38,1.83
Campaign_735,2024-11-06T08:51:24,2.0
Campaign_735,2024-11-06T08:51:24,2.0
Campaign_361,2024-11-11T09:48:47,7.16
Campaign_361,2024-11-11T09:48:47,7.16
Campaign_795,2024-11-03T04:24:03,1.16
Campaign_795,2024-11-03T04:24:03,1.16
Campaign_34,2024-10-19T04:01:45,4.0
Campaign_987,2024-10-25T23:29:01,0.73
Campaign_568,2024-11-05T17:08:51,5.79
Campaign_766,2024-10-27T18:50:15,7.42
Campaign_766,2024-10-27T18:50:15,7.42
Campaign_398,2024-11-10T05:16:04,3.2
Campaign_843,2024-11-23T10:56:57,2.72
Campaign_366,2024-11-10T13:21:34,2.31
Campaign_460,2024-10-31T17:03:33,8.07
Campaign_460,2024-10-31T17:03:33,8.07
Campaign_196,2024-10-21T16:23:21,3.6
Campaign_196,2024-10-21T16:23:21,3.6
Campaign_522,2024-11-02T17:42:01,8.79
Campaign_912,2024-10-09T06:15:54,5.07
Campaign_572,2024-10-20T23:25:17,1.54
Campaign_572,2024-10-20T23:25:17,1.54
Campaign_843,2024-11-02T21:31:02,9.36
Campaign_81,2024-10-30T15:29:20,0.66
Campaign_81,2024-10-30T15:29:20,0.66
Campaign_692,2024-10-23T11:28:34,5.5
Campaign_751,2024-10-20T10:44:15,0.55
Campaign_286,2024-11-02T01:21:07,7.75
Campaign_946,2024-11-05T00:57:07,6.35
Campaign_262,2024-10-30T15:36:02,0.79
Campaign_316,2024-10-26T02:49:07,0.62
Campaign_18,2024-11-10T10:00:40,2.76
Campaign_18,2024-11-10T10:00:40,2.76
Campaign_282,2024-10-17T06:19:25,8.49
Campaign_347,2024-12-04T04:45:06,9.94
Campaign_347,2024-12-04T04:45:06,9.94
Campaign_347,2024-12-04T04:45:06,9.94
Campaign_1009,2024-11-29T07:24:45,8.31
Campaign_1009,2024-11-29T07:24:45,8.31
Campaign_740,2024-12-02T17:58:44,1.01
Campaign_697,2024-11-10T08:55:59,9.82
Campaign_697,2024-11-10T08:55:59,9.82
Campaign_140,2024-12-13T22:33:46,4.3
Campaign_1001,2024-11-28T03:32:15,5.31
Campaign_1001,2024-11-28T03:32:15,5.31
Campaign_742,2024-11-25T22:46:15,7.19
Campaign_650,2024-11-10T01:45:47,8.61
Campaign_970,2024-10-17T01:11:02,0.6
Campaign_970,2024-10-17T01:11:02,0.6
Campaign_463,2024-10-13T16:05:34,7.24
Campaign_852,2024-12-02T08:41:02,2.73
Campaign_852,2024-12-02T08:41:02,2.73
Campaign_852,2024-12-02T08:41:02,2.73
Campaign_335,2024-11-07T07:09:05,5.53
Campaign_943,2024-12-13T09:02:52,4.59
Campaign_943,2024-12-13T09:02:52,4.59
Campaign_686,2024-11-09T08:08:20,6.76
Campaign_686,2024-11-09T08:08:20,6.76
Campaign_351,2024-10-11T10:12:37,3.37
Campaign_56,2024-11-16T06:16:33,0.74
Campaign_565,2024-11-18T03:18:50,2.81
Campaign_535,2024-10-25T15:17:41,2.18
Campaign_916,2024-11-25T01:39:26,4.06
Campaign_916,2024-11-25T01:39:26,4.06
Campaign_293,2024-10-28T10:17:55,9.98
Campaign_293,2024-10-28T10:17:55,9.98
Campaign_295,2024-10-04T14:54:10,6.31
Campaign_458,2024-11-12T20:35:05,4.13
Campaign_933,2024-10-25T05:55:56,4.7
Campaign_139,2024-10-29T20:07:05,6.91
Campaign_139,2024-10-29T20:07:05,6.91
Campaign_187,2024-11-10T16:34:43,3.82
Campaign_187,2024-11-10T16:34:43,3.82
Campaign_832,2024-10-23T17:10:34,3.12
Campaign_832,2024-10-23T17:10:34,3.12
Campaign_832,2024-10-23T17:10:34,3.12
Campaign_431,2024-11-04T03:14:04,4.92
Campaign_844,2024-10-30T17:11:57,1.07
Campaign_504,2024-11-09T12:58:28,2.31
Campaign_504,2024-11-09T12:58:28,2.31
Campaign_504,2024-11-09T12:58:28,2.31
Campaign_63,2024-11-10T14:26:43,7.15
Campaign_63,2024-11-10T14:26:43,7.15
Campaign_374,2024-11-04T06:00:09,1.09
Campaign_374,2024-11-04T06:00:09,1.09
Campaign_623,2024-10-27T10:45:11,6.49
Campaign_940,2024-10-22T12:34:42,7.24
Campaign_940,2024-10-22T12:34:42,7.24
Campaign_189,2024-10-14T03:43:25,9.65
Campaign_189,2024-10-14T03:43:25,9.65
Campaign_189,2024-10-14T03:43:25,9.65
Campaign_505,2024-12-01T02:45:51,9.68
Campaign_505,2024-12-01T02:45:51,9.68
Campaign_24,2024-11-02T00:17:35,0.93
Campaign_89,2024-11-07T19:37:55,8.89
Campaign_89,2024-11-07T19:37:55,8.89
Campaign_89,2024-11-07T19:37:55,8.89
Campaign_475,2024-10-15T10:28:24,5.04
Campaign_475,2024-10-15T10:28:24,5.04
Campaign_475,2024-10-15T10:28:24,5.04
Campaign_193,2024-11-02T07:49:45,9.02
Campaign_726,2024-10-18T13:42:19,2.6
Campaign_697,2024-10-31T03:19:00,6.88
Campaign_697,2024-10-31T03:19:00,6.88
Campaign_506,2024-10-22T15:40:11,3.98
Campaign_524,2024-10-17T14:10:23,5.82
Campaign_524,2024-10-17T14:10:23,5.82
Campaign_202,2024-11-29T13:26:57,2.66
Campaign_83,2024-10-23T17:10:34,8.66
Campaign_342,2024-10-13T14:10:47,4.25
Campaign_378,2024-11-24T15:03:10,3.37
Campaign_953,2024-11-17T04:51:34,4.19
Campaign_953,2024-11-17T04:51:34,4.19
Campaign_192,2024-10-25T14:18:16,7.87
Campaign_192,2024-10-25T14:18:16,7.87
Campaign_990,2024-10-31T21:23:46,1.17
Campaign_884,2024-10-14T01:36:09,1.04
Campaign_355,2024-10-22T13:18:34,6.24
Campaign_355,2024-10-22T13:18:34,6.24
Campaign_713,2024-11-11T21:29:49,0.54
Campaign_713,2024-11-11T21:29:49,0.54
Campaign_713,2024-11-11T21:29:49,0.54
Campaign_749,2024-10-24T04:05:30,6.21
Campaign_745,2024-11-18T02:18:23,9.92
Campaign_891,2024-11-14T18:01:15,7.75
Campaign_891,2024-11-14T18:01:15,7.75
Campaign_891,2024-11-14T18:01:15,7.75
Campaign_187,2024-11-09T08:58:11,8.86
Campaign_187,2024-11-09T08:58:11,8.86
Campaign_258,2024-11-14T01:07:07,4.77
Campaign_258,2024-11-14T01:07:07,4.77
Campaign_883,2024-10-31T00:35:02,3.94
Campaign_885,2024-11-22T06:03:45,8.18
Campaign_960,2024-10-20T21:42:15,2.67
Campaign_960,2024-10-20T21:42:15,2.67
Campaign_809,2024-11-13T04:04:18,8.19
Campaign_809,2024-11-13T04:04:18,8.19
Campaign_472,2024-10-09T18:03:22,8.1
Campaign_472,2024-10-09T18:03:22,8.1
Campaign_472,2024-10-09T18:03:22,8.1
Campaign_472,2024-10-09T18:03:22,8.1
Campaign_811,2024-10-31T10:26:57,6.49
Campaign_961,2024-11-27T10:32:31,1.14
Campaign_643,2024-10-26T22:46:57,4.98
Campaign_611,2024-12-03T09:36:50,7.3
Campaign_179,2024-10-18T15:32:58,4.07
Campaign_705,2024-11-08T11:44:15,3.85
Campaign_353,2024-10-21T11:56:02,7.75
Campaign_353,2024-10-21T11:56:02,7.75
Campaign_353,2024-10-21T11:56:02,7.75
Campaign_353,2024-10-21T11:56:02,7.75
Campaign_242,2024-12-03T23:48:19,8.44
Campaign_429,2024-11-05T12:16:17,2.62
Campaign_545,2024-10-19T20:56:14,9.8
Campaign_545,2024-10-19T20:56:14,9.8
Campaign_545,2024-10-19T20:56:14,9.8
Campaign_646,2024-12-11T04:46:11,8.82
Campaign_646,2024-12-11T04:46:11,8.82
Campaign_803,2024-10-31T23:29:16,8.15
Campaign_803,2024-10-31T23:29:16,8.15
Campaign_803,2024-10-31T23:29:16,8.15
Campaign_860,2024-10-30T06:16:18,5.3
Campaign_860,2024-10-30T06:16:18,5.3
Campaign_860,2024-10-30T06:16:18,5.3
Campaign_742,2024-10-16T09:55:08,6.27
Campaign_612,2024-11-18T01:36:14,1.49
Campaign_896,2024-11-10T12:55:00,9.2
Campaign_896,2024-11-10T12:55:00,9.2
Campaign_50,2024-10-26T09:24:29,8.42
Campaign_50,2024-10-26T09:24:29,8.42
Campaign_50,2024-10-26T09:24:29,8.42
Campaign_948,2024-11-19T08:57:21,4.47
Campaign_589,2024-10-26T08:21:32,6.87
Campaign_589,2024-10-26T08:21:32,6.87
Campaign_358,2024-11-08T08:32:44,4.69
Campaign_358,2024-11-08T08:32:44,4.69
Campaign_815,2024-10-19T06:12:01,2.92
Campaign_49,2024-10-07T22:15:10,0.89
Campaign_575,2024-11-17T12:27:26,1.6
Campaign_575,2024-11-17T12:27:26,1.6
Campaign_575,2024-11-17T12:27:26,1.6
Campaign_693,2024-11-16T21:23:45,2.0
Campaign_607,2024-10-24T12:20:25,8.56
Campaign_607,2024-10-24T12:20:25,8.56
Campaign_607,2024-10-24T12:20:25,8.56
Campaign_590,2024-10-23T00:19:27,2.24
Campaign_590,2024-10-23T00:19:27,2.24
Campaign_138,2024-10-15T03:22:48,3.66
Campaign_138,2024-10-15T03:22:48,3.66
Campaign_792,2024-11-11T21:46:04,9.62
Campaign_792,2024-11-10T22:17:53,9.29
Campaign_737,2024-10-18T15:16:57,8.03
Campaign_855,2024-12-07T11:26:54,4.58
Campaign_643,2024-10-26T19:19:16,1.13
Campaign_389,2024-11-14T19:33:22,6.99
Campaign_621,2024-10-20T09:26:48,9.65
Campaign_621,2024-10-20T09:26:48,9.65
Campaign_17,2024-11-08T08:41:40,2.31
Campaign_466,2024-10-22T12:44:53,3.63
Campaign_687,2024-10-13T00:27:05,4.85
Campaign_729,2024-11-02T06:14:03,5.54
Campaign_677,2024-10-25T14:38:51,3.11
Campaign_677,2024-10-25T14:38:51,3.11
Campaign_511,2024-11-06T03:20:55,5.87
Campaign_511,2024-11-06T03:20:55,5.87
Campaign_511,2024-11-06T03:20:55,5.87
Campaign_739,2024-11-06T13:25:46,8.44
Campaign_739,2024-11-06T13:25:46,8.44
Campaign_432,2024-10-16T04:25:57,5.38
Campaign_432,2024-10-16T04:25:57,5.38
Campaign_162,2024-10-06T11:19:23,7.95
Campaign_529,2024-11-20T05:02:07,2.9
Campaign_537,2024-11-12T07:57:25,9.66
Campaign_192,2024-10-21T07:30:10,2.27
Campaign_192,2024-10-21T07:30:10,2.27
Campaign_777,2024-11-05T15:39:41,3.78
Campaign_777,2024-11-05T15:39:41,3.78
Campaign_777,2024-11-05T15:39:41,3.78
Campaign_828,2024-10-12T01:33:18,7.71
Campaign_828,2024-10-12T01:33:18,7.71
Campaign_874,2024-10-03T13:40:47,3.43
Campaign_498,2024-11-05T23:18:19,1.38
Campaign_498,2024-11-05T23:18:19,1.38
Campaign_498,2024-11-05T23:18:19,1.38
Campaign_754,2024-11-09T09:13:55,9.0
Campaign_189,2024-10-18T23:26:01,4.4
Campaign_189,2024-10-18T23:26:01,4.4
Campaign_189,2024-10-18T23:26:01,4.4
Campaign_636,2024-10-29T08:47:30,5.54
Campaign_190,2024-10-25T13:55:54,9.71
Campaign_190,2024-10-25T13:55:54,9.71
Campaign_610,2024-11-12T03:33:24,4.61
Campaign_217,2024-10-29T11:49:18,8.0
Campaign_217,2024-10-29T11:49:18,8.0
Campaign_848,2024-11-17T00:47:29,3.49
Campaign_32,2024-11-04T18:35:49,4.53
Campaign_962,2024-11-18T17:50:09,2.94
Campaign_982,2024-10-26T02:45:20,0.59
Campaign_345,2024-10-25T04:10:06,7.94
Campaign_269,2024-11-09T18:46:59,4.24
Campaign_269,2024-11-09T18:46:59,4.24
Campaign_269,2024-11-09T18:46:59,4.24
Campaign_996,2024-11-12T18:12:41,9.2
Campaign_996,2024-11-12T18:12:41,9.2
Campaign_79,2024-11-04T11:59:34,4.26
Campaign_79,2024-11-04T11:59:34,4.26
Campaign_54,2024-10-21T05:10:21,5.43
Campaign_54,2024-10-21T05:10:21,5.43
Campaign_578,2024-11-12T07:41:17,3.91
Campaign_415,2024-11-05T02:25:34,0.77
